0,0,3
158112,2,3
5868928,2,3
5927872,0,3
31984768,0,3
32047584,1,3
34649472,1,3
34711456,3,3
38937664,3,3
38996704,0,3
63957120,0,3
64013856,2,3
69832512,2,3
69888800,1,3
98630432,1,3
98689056,0,3
127956096,0,3
128013280,2,3
133829248,2,3
133884960,0,3
159972896,0,3
160044288,2,3
165838496,2,3
165894976,0,3
191947424,0,3
192002368,1,3
194702208,1,3
194762816,3,3
198915936,3,3
198984800,2,3
229858560,2,3
229918112,1,3
258657248,1,3
258712832,0,3
287939456,0,3
287995232,3,3
294904128,3,3
294974944,2,3
325851904,2,3
325911872,3,3
326947584,3,3
327008384,1,3
354687040,1,3
354747616,0,3
383977120,0,3
384034880,3,3
390972224,3,3
391031616,2,3
421846144,2,3
421907968,3,3
422933312,3,3
422992288,1,3
450618496,1,3
450680192,2,3
453854048,2,3
453911968,0,3
479942912,0,3
479998688,3,3
486949632,3,3
487008352,0,3
512002368,0,3
512055168,3,3
518958528,3,3
519013248,1,3
546687168,1,3
546743680,0,3
575981088,0,3
576036352,2,3
581836960,2,3
581895456,3,3
582957504,3,3
583014176,0,3
607912928,0,3
607971616,1,3
610705184,1,3
610764608,3,3
614964000,3,3
615018176,1,3
642670080,1,3
642722656,0,3
671954720,0,3
672008832,3,3
678926176,3,3
678983360,2,3
709825152,2,3
709880320,3,3
710931104,3,3
710987392,0,3
735977888,0,3
736031360,2,3
741825280,2,3
741879680,3,3
742936640,3,3
742988928,0,3
767910304,0,3
767963072,2,3
773829120,2,3
773885888,1,3
802635104,1,3
802688800,2,3
805823744,2,3
805878912,0,3
831936896,0,3
831990880,2,3
837858112,2,3
837912128,1,3
866635936,1,3
866690656,0,3
895930176,0,3
895982272,1,3
898611584,1,3
898673536,0,3
927942848,0,3
927995744,2,3
933820128,2,3
933878848,3,3
934964128,3,3
935019552,2,3
965836384,2,3
965892608,3,3
966925024,3,3
966978816,2,3
997843968,2,3
997899040,0,3
1023954976,0,3
1024009120,2,3
1029834528,2,3
1029891552,3,3
1030937472,3,3
1030991072,0,3
1055931584,0,3
1055988320,2,3
1061835968,2,3
1061890560,0,3
1087940384,0,3
1087994496,2,3
1093837152,2,3
1093893248,1,3
1122644800,1,3
1122702624,3,3
1126928288,3,3
1126986784,0,3
1151944544,0,3
1151999168,2,3
1157860448,2,3
1157916128,1,3
1186619680,1,3
1186676640,2,3
1189844128,2,3
1189899200,0,3
1215931392,0,3
1215985248,1,3
1218606560,1,3
1218665312,2,3
1221808448,2,3
1221865664,1,3
1250647072,1,3
1250699296,0,3
1279917472,0,3
1279972672,3,3
1286926912,3,3
1286982464,2,3
1317834400,2,3
1317888352,0,3
1343956608,0,3
1344009216,1,3
1346619136,1,3
1346673152,2,3
1349804608,2,3
1349858304,1,3
1378621728,1,3
1378676576,2,3
1381808512,2,3
1381864448,3,3
1382967360,3,3
1383023360,2,3
1413840160,2,3
1413894880,0,3
1439939360,0,3
1439992640,1,3
1442632896,1,3
1442689120,3,3
1446948448,3,3
1447005632,1,3
1474635552,1,3
1474688448,2,3
1477841856,2,3
1477894720,1,3
1506626624,1,3
1506683328,2,3
1509810272,2,3
1509864640,3,3
1510945312,3,3
1510998432,1,3
1538638944,1,3
1538693440,3,3
1542911040,3,3
1542972384,0,3
1567938976,0,3
1567992704,1,3
1570613888,1,3
1570673120,3,3
1574956576,3,3
1575010752,0,3
1599909760,0,3
1599965536,1,3
1602646784,1,3
1602700128,2,3
1605811840,2,3
1605865856,1,3
1634640768,1,3
1634696000,2,3
1637806560,2,3
1637863488,3,3
1638930336,3,3
1638985312,1,3
1666621728,1,3
1666677344,3,3
1670931136,3,3
1670986208,2,3
1701849472,2,3
1701916064,3,3
1702907520,3,3
1702977696,2,3
1733833504,2,3
1733885184,3,3
1734997536,3,3
1735051392,2,3
1765863904,2,3
1765919328,3,3
1766931232,3,3
1766983488,2,3
1797800832,2,3
1797852480,0,3
1823989696,0,3
1824042688,3,3
1830941280,3,3
1830993312,0,3
1855911520,0,3
1855963264,1,3
1858664768,1,3
1858717152,0,3
1887941216,0,3
1887993344,1,3
1890634912,1,3
1890689472,2,3
1893804800,2,3
1893858816,0,3
1919895296,0,3
1919946016,3,3
1926925504,3,3
1926977728,0,3
1951911872,0,3
1951964448,1,3
1954635616,1,3
1954691040,2,3
1957869504,2,3
1957922752,3,3
1958944320,3,3
1958998112,2,3
1989797280,2,3
1989850144,1,3
2018666464,1,3
2018720768,3,3
2022945600,3,3
2023001824,1,3
2050655776,1,3
2050706400,2,3
2053830336,2,3
2053883712,0,3
2079931136,0,3
2079983136,2,3
2085828416,2,3
2085882880,0,3
2111905120,0,3
2111958912,1,3
2114624352,1,3
2114679840,2,3
2117826752,2,3
2117880640,0,3
2143957024,0,3
2144010176,1,3
2146657024,1,3
2146710752,0,3
2175984800,0,3
2176037984,2,3
2181825472,2,3
2181879552,0,3
2207924640,0,3
2207976672,3,3
2214947648,3,3
2214998976,0,3
2239893216,0,3
2239948256,1,3
2242630816,1,3
2242684160,3,3
2246914784,3,3
2246967360,0,3
2271924032,0,3
2271978496,2,3
